id,category,mpd_dimension,core_field,sdg_or_sdgplus,target,indicator_family,item,definition,unit,polarity,archetype,scoring_mode,source_ids,measurement_type,numerator_denominator,calculation_formula_plain,thresholds,bm,bm_150pct,bm_250pct,non_compensation_red_line,assurance_level_required,data_quality_minimum,publication_readiness,badges
WOK-G-102,G / Governance,Mensch,Querschnitt,SDG 1 – Keine Armut,1.b,Pay Ratio & Fairness,Pay Ratio & Fairness – Whistleblowing,Wirksamkeits‑Score,0–1,higher_is_better,higher_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; OECD_ANTI_BRIBERY,index_0_1,"Wert = gewichteter Kriterienindex von 0 bis 1; Kriterien, Gewichtung und Nachweis je WÖk-ID offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='≥0,9:+3; 0,75–0,89:+2; 0,6–0,74:0; 0,4–0,59:‑2; <0,4:‑3', Polarity='higher_is_better', Archetype='higher_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).","≥0,9:+3; 0,75–0,89:+2; 0,6–0,74:0; 0,4–0,59:‑2; <0,4:‑3",0.6699999999999999,1.0,1.0,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; red line; source mapped; exact disclosure missing
WOK-G-103,G / Governance,Mensch,Governance & Demokratie,SDG 1 – Keine Armut,1.b,Pay Ratio & Fairness,Pay Ratio & Fairness – Steuertransparenz,CbCR‑Offenlegung,0–1,higher_is_better,higher_is_better_abs,qualitative_ordinal,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; OECD_ANTI_BRIBERY,index_0_1,"Wert = gewichteter Kriterienindex von 0 bis 1; Kriterien, Gewichtung und Nachweis je WÖk-ID offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='vollständig:+3; teilweise:+2; minimal:0; schlecht:‑2', Polarity='higher_is_better', Archetype='higher_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",vollständig:+3; teilweise:+2; minimal:0; schlecht:‑2,0.5,0.75,0.9,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; qualitative review required; red line; source mapped; exact disclosure missing
WOK-S-107,S / Soziales,Mensch,Querschnitt,SDG 1 – Keine Armut,1.b,Lokale Beschaffung benachteiligte Gruppen,Lokale Beschaffung benachteiligte Gruppen – ESG‑Spend‑Coverage,Anteil verifizierter ESG‑Daten am Spend,%,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3,59.5,89.25,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-S-108,S / Soziales,Mensch,Arbeit & Fairness,SDG 1 – Keine Armut,1.b,Lokale Beschaffung benachteiligte Gruppen,Lokale Beschaffung benachteiligte Gruppen – Kinder/Zwangsarbeit,Audits ohne Verstöße,% Lieferanten,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; OECD_RBC_DD,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥98:+3; 90–97:+2; 75–89:0; 50–74:‑2; <50:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥98:+3; 90–97:+2; 75–89:0; 50–74:‑2; <50:‑3,82.0,100.0,100.0,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; red line; source mapped; exact disclosure missing
WOK-S-109,S / Soziales,Mensch,Querschnitt,SDG 1 – Keine Armut,1.b,Lokale Beschaffung benachteiligte Gruppen,Lokale Beschaffung benachteiligte Gruppen – Scope‑3 Daten,Primärdaten‑Abdeckung,% Kategorien,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GHG_PROTOCOL_SCOPE3; GHG_PROTOCOL_PRODUCT; ISO_14064,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥80:+3; 60–79:+2; 40–59:0; 20–39:‑2; <20:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥80:+3; 60–79:+2; 40–59:0; 20–39:‑2; <20:‑3,49.5,74.25,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-SYS-101,SYS / System,Mensch,Querschnitt,SDG 1 – Keine Armut,1.a,Gemeinwohl‑Investitionen (Armut),Gemeinwohl‑Investitionen (Armut) – Index,umsatzgewichteter Index (z. B. Demokratie/Rule of Law),0–1,higher_is_better,higher_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; WJP_RULE_OF_LAW; VDEM; SOCIAL_VALUE_SROI,index_0_1,"Wert = gewichteter Kriterienindex von 0 bis 1; Kriterien, Gewichtung und Nachweis je WÖk-ID offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='≥0,8:+3; 0,7–0,79:+2; 0,6–0,69:0; 0,5–0,59:‑2; <0,5:‑3', Polarity='higher_is_better', Archetype='higher_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).","≥0,8:+3; 0,7–0,79:+2; 0,6–0,69:0; 0,5–0,59:‑2; <0,5:‑3",0.645,0.9675,1.0,Nein,mittel: fachliche Plausibilisierung und Quellenprüfung,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-SYS-102,SYS / System,Mensch,Querschnitt,SDG 1 – Keine Armut,1.a,Gemeinwohl‑Investitionen (Armut),Gemeinwohl‑Investitionen (Armut) – Exposure,Umsatz in Hochrisikoländern,%,lower_is_better,lower_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; SOCIAL_VALUE_SROI,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≤5:+3; 6–10:+2; 11–20:0; 21–30:‑2; >30:‑3', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≤5:+3; 6–10:+2; 11–20:0; 21–30:‑2; >30:‑3,15.5,23.25,38.75,Nein,mittel: fachliche Plausibilisierung und Quellenprüfung,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-SYS-103,SYS / System,Mensch,Querschnitt,SDG 1 – Keine Armut,1.a,Gemeinwohl‑Investitionen (Armut),Gemeinwohl‑Investitionen (Armut) – Kooperationen,"aktive, evaluierte Partnerschaften/Jahr",#/Jahr,higher_is_better,higher_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; WJP_RULE_OF_LAW; VDEM; SOCIAL_VALUE_SROI,indicator_specific,"Wert gemäß definierter Messgröße; Zähler, Nenner, Einheit, Systemgrenze und Zeitraum je WÖk-ID dokumentieren.","AutoScore = ScoreByThreshold(Messwert, Schwellen='≥5:+3; 3–4:+2; 1–2:0; 0:‑2', Polarity='higher_is_better', Archetype='higher_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥5:+3; 3–4:+2; 1–2:0; 0:‑2,1.5,2.25,3.75,Nein,mittel: fachliche Plausibilisierung und Quellenprüfung,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-S-110,S / Soziales,Mensch,Arbeit & Fairness,SDG 1 – Keine Armut,1.2,Unterbeschäftigung & Prekarität,Unterbeschäftigung & Prekarität – Living Wage,Abdeckung Lebenslohn,% Beschäftigte,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; ILO_FUNDAMENTAL_PRINCIPLES,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥95:+3; 80–94:+2; 60–79:0; 40–59:‑2; <40:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥95:+3; 80–94:+2; 60–79:0; 40–59:‑2; <40:‑3,69.5,100.0,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-S-111,S / Soziales,Mensch,Querschnitt,SDG 1 – Keine Armut,1.2,Unterbeschäftigung & Prekarität,Unterbeschäftigung & Prekarität – Tarifbindung,Beschäftigte unter Kollektivvertrag,%,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; ILO_FUNDAMENTAL_PRINCIPLES,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3,59.5,89.25,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-S-112,S / Soziales,Mensch,Querschnitt,SDG 1 – Keine Armut,1.2,Unterbeschäftigung & Prekarität,Unterbeschäftigung & Prekarität – LTIFR,Arbeitsunfälle pro Mio Stunden,Unfälle/Mio Std.,lower_is_better,near_zero_better,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; ILO_FUNDAMENTAL_PRINCIPLES,rate_per_million_hours,Zähler: meldepflichtige Arbeitsunfälle mit Ausfallzeit; Nenner: geleistete Arbeitsstunden; Wert = Zähler / Nenner * 1.000.000.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='0:+3; ≤1:+2; ≤3:0; ≤5:‑2; >5:‑3', Polarity='lower_is_better', Archetype='near_zero_better'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",0:+3; ≤1:+2; ≤3:0; ≤5:‑2; >5:‑3,3.0,4.5,7.5,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-G-104,G / Governance,Mensch,Governance & Demokratie,SDG 1 – Keine Armut,1.a,Steuertransparenz für Sozialstaat,Steuertransparenz für Sozialstaat – Antikorruption,Bestätigte Fälle/1.000 FTE,Fälle/1.000 FTE,lower_is_better,near_zero_better,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; OECD_ANTI_BRIBERY,lower_is_better_metric,"Wert = gemessene Belastung, Risiko- oder Intensitätskennzahl je funktionaler Einheit; niedriger ist besser.","AutoScore = ScoreByThreshold(Messwert, Schwellen='0:+3; ≤0,2:+2; ≤0,5:0; ≤1:‑2; >1:‑3', Polarity='lower_is_better', Archetype='near_zero_better'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).","0:+3; ≤0,2:+2; ≤0,5:0; ≤1:‑2; >1:‑3",0.5,0.75,1.25,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; red line; source mapped; exact disclosure missing
WOK-G-105,G / Governance,Mensch,Governance & Demokratie,SDG 1 – Keine Armut,1.a,Steuertransparenz für Sozialstaat,Steuertransparenz für Sozialstaat – Whistleblowing,Wirksamkeits‑Score,0–1,higher_is_better,higher_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; OECD_ANTI_BRIBERY,index_0_1,"Wert = gewichteter Kriterienindex von 0 bis 1; Kriterien, Gewichtung und Nachweis je WÖk-ID offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='≥0,9:+3; 0,75–0,89:+2; 0,6–0,74:0; 0,4–0,59:‑2; <0,4:‑3', Polarity='higher_is_better', Archetype='higher_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).","≥0,9:+3; 0,75–0,89:+2; 0,6–0,74:0; 0,4–0,59:‑2; <0,4:‑3",0.6699999999999999,1.0,1.0,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; red line; source mapped; exact disclosure missing
WOK-G-106,G / Governance,Mensch,Governance & Demokratie,SDG 1 – Keine Armut,1.a,Steuertransparenz für Sozialstaat,Steuertransparenz für Sozialstaat – Steuertransparenz,CbCR‑Offenlegung,0–1,higher_is_better,higher_is_better_abs,qualitative_ordinal,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; OECD_ANTI_BRIBERY,index_0_1,"Wert = gewichteter Kriterienindex von 0 bis 1; Kriterien, Gewichtung und Nachweis je WÖk-ID offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='vollständig:+3; teilweise:+2; minimal:0; schlecht:‑2', Polarity='higher_is_better', Archetype='higher_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",vollständig:+3; teilweise:+2; minimal:0; schlecht:‑2,0.5,0.75,0.9,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; qualitative review required; red line; source mapped; exact disclosure missing
WOK-S-113,S / Soziales,Mensch,Arbeit & Fairness,SDG 1 – Keine Armut,1.2,Existenzsichernde Teilzeit/Minijobs,Existenzsichernde Teilzeit/Minijobs – Living Wage,Abdeckung Lebenslohn,% Beschäftigte,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; ILO_FUNDAMENTAL_PRINCIPLES,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥95:+3; 80–94:+2; 60–79:0; 40–59:‑2; <40:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥95:+3; 80–94:+2; 60–79:0; 40–59:‑2; <40:‑3,69.5,100.0,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-S-114,S / Soziales,Mensch,Querschnitt,SDG 1 – Keine Armut,1.2,Existenzsichernde Teilzeit/Minijobs,Existenzsichernde Teilzeit/Minijobs – Tarifbindung,Beschäftigte unter Kollektivvertrag,%,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; ILO_FUNDAMENTAL_PRINCIPLES,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3,59.5,89.25,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-S-115,S / Soziales,Mensch,Querschnitt,SDG 1 – Keine Armut,1.2,Existenzsichernde Teilzeit/Minijobs,Existenzsichernde Teilzeit/Minijobs – LTIFR,Arbeitsunfälle pro Mio Stunden,Unfälle/Mio Std.,lower_is_better,near_zero_better,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; ILO_FUNDAMENTAL_PRINCIPLES,rate_per_million_hours,Zähler: meldepflichtige Arbeitsunfälle mit Ausfallzeit; Nenner: geleistete Arbeitsstunden; Wert = Zähler / Nenner * 1.000.000.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='0:+3; ≤1:+2; ≤3:0; ≤5:‑2; >5:‑3', Polarity='lower_is_better', Archetype='near_zero_better'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",0:+3; ≤1:+2; ≤3:0; ≤5:‑2; >5:‑3,3.0,4.5,7.5,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-101,E / Umwelt,Mensch,Querschnitt,SDG 2 – Kein Hunger,2.4,Nährstoffmanagement (N‑Überschuss),Nährstoffmanagement (N‑Überschuss) – Entnahme (WSI),Wasserentnahme × Wasserstressindex,m³*WSI,lower_is_better,lower_is_better_abs,benchmark_relative_calibration_required,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; ISO_14046; WRI_AQUEDUCT,index_0_1,"Wert = gewichteter Kriterienindex von 0 bis 1; Kriterien, Gewichtung und Nachweis je WÖk-ID offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,1.0,1.5,2.5,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
